uniprot_id	lilley	christopher	geladaki	itzhak	villaneuva	hein2024_component	hein2024_gt_component
A0A096LP01						Mitochondrion
A0A096LP55						Mitochondrion
A0A0U1RRE5						Cytosol
A0A0U1RRL7						Mitochondrion
A0A1W2PQ72						Nucleus
A0A2Z4LIS9						Nucleus
A0A8I5KQE6							Ribosome
A0AV96						Stress granule
A0AVK6						14-3-3 scaffold
A0AVT1	Cytosol	Cytosol	Cytosol		Cytosol	Cytosol
A0FGR8						ER
A0JLT2						Nucleus	Nucleus
A0JNW5						Early endosome
A0MZ66						Cytosol
A0PK00						ER
A1A4S6						Recycling endosome
A1L020						Stress granule
A1L0T0		ER				ER	ER
A1L170						PM
A1L390						Actin Cytoskeleton
A1L3X0						ER
A1XBS5						Actin Cytoskeleton
A2A3K4						Cytosol
A2AJT9							Nucleus
A2RRP1		ER		ER		ER	ER
A2RTX5						Cytosol
A2RU49						Cytosol	Cytosol
A2RU67						Early endosome
A2RUB6						Ribosome
A2RUC4						Cytosol	Cytosol
A2VDF0						Cytosol
A2VDJ0						ER
A3KMH1		Mitochondrion				Mitochondrion	Mitochondrion
A4D1E9						Mitochondrion
A4D1P6						Early endosome
A4D1S0						PM
A4D1U4						Lysosome
A5D8V6						PM
A5PLN9				Large Protein Complex		trans-Golgi network
A5YKK6				Large Protein Complex		Stress granule
A5YM69							Cytosol
A6H8Y1						Nucleus	Nucleus
A6NCS6						Nucleus
A6ND36						14-3-3 scaffold
A6NDB9						PM
A6NDG6	Cytosol	Cytosol			Cytosol	Cytosol
A6NDU8						Cytosol
A6NED2						Cytosol	Cytosol
A6NFI3						Nucleus
A6NFY7							Mitochondrion
A6NHL2							Cytosol
A6NHQ2						Nucleus	Nucleus
A6NHQ4							Nucleus
A6NHR9	Nucleus	Nucleus - Chromatin				Nucleus
A6NHX0						Cytosol
A6NJ78						Mitochondrion
A6NK58						Mitochondrion	Mitochondrion
A6NKD9						PM
A6NKF9	Golgi
A6NKT7						ER
A6NMY6							PM
A6QL63						Cytosol
A7E2V4						Cytosol
A7KAX9						14-3-3 scaffold
A7MCY6						Cytosol
A8CG34						ER	Nucleus
A8K8P3							Centrosome
A8MPP1						Cytosol
A8MPS7						Cytosol
A8MVW0						PM
A8MW92							Nucleus
A8MWD9						Nucleus
A8MX76						Nucleus
A8MXV4		Mitochondrion				Mitochondrion
B2RBV5						Cytosol
B2RTY4						Nucleus	Cytosol
B2RUZ4						Recycling endosome
B3KU38						Cytosol
C0HLU2							Nucleus
C4AMC7						Early endosome
C9J798						Nucleus
C9J7I0						Cytosol
C9JLW8						Ribosome
C9JRZ8							Cytosol
CENPX						Nucleus
CKMT1A; CKMT1B						Mitochondrion
FERRY3						Early endosome
KGD4						Mitochondrion
L0R6Q1						Mitochondrion
L0R8F8						Mitochondrion
MTCL2						14-3-3 scaffold
NHSL3						Actin Cytoskeleton
O00115	Lysosome			Lysosome	Lysosome	Lysosome	Lysosome
O00115-2	Lysosome		Lysosome
O00116	Peroxisome	Peroxisome	Peroxisome	Peroxisome	Peroxisome	Peroxisome	Peroxisome
O00124						ER
O00139						Nucleus
O00142-2	Mitochondrion
O00148						Nucleus
O00151		Cytosol				PM	Actin Cytoskeleton
O00154						Cytosol
O00159						PM
O00161	PM		PM	PM	PM	PM	PM
O00165		Mitochondrion				Mitochondrion
O00170						Cytosol
O00186				PM		PM	PM
O00192						PM
O00193		Cytosol				Cytosol
O00203				Endosome		Lysosome
O00213						Cytosol
O00217	Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion	Mitochondrion
O00220							PM
O00221						Cytosol
O00231	Proteasome	Proteasome	Proteasome	Large Protein Complex	Protein Complex	Proteasome
O00232	Proteasome	Proteasome	Proteasome	Large Protein Complex	Protein Complex	Proteasome
O00233		Cytosol				Cytosol
O00244		Cytosol				Cytosol
O00255						Nucleus	Nucleus
O00257						Nucleus
O00258						ER
O00264		ER	ER	ER	ER	ER	ER
O00267						Nucleus
O00268							Nucleus
O00273		Cytosol				Cytosol	Cytosol
O00287						Nucleus
O00291						PM
O00299		Cytosol				Cytosol
O00303				Large Protein Complex	Protein Complex	Ribosome
O00308						PM
O00311						Nucleus
O00327							Nucleus
O00330	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O00399						Early endosome
O00400	ER		ER			ER	ER
O00401						Actin Cytoskeleton
O00410						Mitochondrion
O00411	Mitochondrion	Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion
O00418						Cytosol	Cytosol
O00422		Nucleus				Nucleus
O00425						Stress granule	Stress granule
O00429						Cytosol
O00442					Nucleoplasm-1
O00443						Actin Cytoskeleton
O00444							Centrosome
O00458						Cytosol
O00459						PM
O00461	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi
O00462	Lysosome		Lysosome			Lysosome	Lysosome
O00468						ER
O00469	ER	ER		ER	ER	ER	ER
O00470						Nucleus
O00471				Large Protein Complex		PM
O00472							Nucleus
O00479						Nucleus	Nucleus
O00483		Mitochondrion				Mitochondrion
O00487	Proteasome	Proteasome	Proteasome	Large Protein Complex	Protein Complex	Proteasome
O00488						Nucleus
O00499						PM
O00505						Cytosol
O00512						Cytosol
O00541		Nucleus				Nucleolus	Nucleus
O00559						Golgi
O00560						Lysosome
O00562						Cytosol
O00566		Nucleus			Nucleus	Nucleolus
O00567	Nucleus	Nucleus	Nucleus - Chromatin			Nucleolus
O00571						Nucleus	Stress granule
O00584			Lysosome		Lysosome	Lysosome	Lysosome
O00592						Recycling endosome
O00622		ER
O00623						Peroxisome
O00625		Cytosol				Cytosol
O00628						Cytosol
O00629						Cytosol
O00635							Cytosol
O00712		Nucleus					Nucleus
O00716						Nucleus
O00743						Cytosol
O00746		Mitochondrion				Mitochondrion
O00750						Cytosol
O00754	Lysosome	Lysosome	Lysosome	Lysosome	Lysosome	Lysosome	Lysosome
O00762						Cytosol
O00764		Cytosol				Cytosol
O00767				ER		ER	ER
O14494						PM
O14495						PM
O14497						Nucleus	Nucleus
O14503							Nucleus
O14519						Nucleus	Nucleus
O14521							Mitochondrion
O14521-2	Mitochondrion
O14523						ER
O14524						ER	Nucleus
O14530						Cytosol
O14531						Cytosol
O14545						Cytosol
O14548		Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion
O14561		Mitochondrion				Mitochondrion
O14562						Proteasome
O14569						Golgi	ER
O14578						PM
O14579				Large Protein Complex		ERGIC	ERGIC
O14595							Peroxisome
O14602						Stress granule
O14613						Actin Cytoskeleton
O14617				Endosome		Early endosome
O14618		Cytosol				Cytosol
O14628						Nucleus
O14639				Actin Cytoskeleton		Actin Cytoskeleton
O14640						Cytosol
O14641						Cytosol
O14646						Nucleus
O14647	Nucleus					Nucleus	Nucleus
O14653	Golgi			ERGIC		Golgi	ERGIC
O14653-3	Golgi
O14654						PM
O14656		ER				ER	ER
O14657				ER		ER	ER
O14662				Endosome		trans-Golgi network
O14672						PM	ER
O14678						ER
O14681						ER
O14683						ER
O14684		ER
O14686						Nucleus	Nucleus
O14713						Recycling endosome
O14727						Cytosol
O14730						Cytosol
O14732	Cytosol
O14734	Peroxisome	Peroxisome	Peroxisome	Peroxisome		Peroxisome
O14735		ER				ER	ER
O14737						Actin Cytoskeleton
O14744						Cytosol
O14745						PM	PM
O14763						PM
O14771						Nucleus
O14772						Cytosol
O14773	Lysosome	Lysosome		Lysosome	Lysosome	Lysosome	Lysosome
O14775						Cytosol	Cytosol
O14776		Nucleus				Nucleus
O14777						Cytosol
O14786	PM		PM		PM	PM
O14786-3	PM
O14787						Cytosol
O14802						Cytosol
O14817							PM
O14818	Proteasome	Proteasome	Proteasome	Large Protein Complex	Protein Complex	Proteasome
O14828				Endosome		Recycling endosome	Early endosome
O14828-2	PM
O14832	Peroxisome	Peroxisome	Peroxisome			ER
O14841	Cytosol						Cytosol
O14874	Mitochondrion					Mitochondrion	Mitochondrion
O14880		Mitochondrion				Mitochondrion
O14893						Stress granule
O14908						Cytosol
O14910	PM					Actin Cytoskeleton
O14917				PM			PM
O14920						Cytosol
O14925	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O14929		Cytosol				Cytosol
O14936						PM
O14939						PM
O14949		Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion
O14950				Actin Cytoskeleton		Actin Cytoskeleton	Actin Cytoskeleton
O14957						Mitochondrion
O14964				Endosome		Lysosome
O14965						Nucleus
O14966						trans-Golgi network
O14967		ER				ER
O14972						Early endosome
O14974						PM	Actin Cytoskeleton
O14975		ER		ER		ER	ER
O14976						Early endosome
O14977							Cytosol
O14978							Nucleus
O14979		Nucleus		Large Protein Complex		Nucleus
O14980						Cytosol
O14981	Nucleus					Nucleus
O15013						Cytosol
