uniprot_id	lilley	christopher	geladaki	itzhak	villaneuva	hein2024_component	hein2024_gt_component
O15014		Nucleus				Nucleus	Nucleus
O15015						Nucleus
O15020				Actin Cytoskeleton		Actin Cytoskeleton
O15027						Cytosol
O15031	PM	PM	PM	PM	PM	PM	PM
O15040						Cytosol
O15042		Nucleus				Nucleus
O15047	Nucleus					Nucleus
O15054						Nucleus
O15056						14-3-3 scaffold
O15060						Nucleus
O15062						Nucleus	Nucleus
O15063						14-3-3 scaffold
O15066						Cytosol
O15067		Cytosol				Cytosol
O15068						Early endosome
O15075						Nucleus
O15078						Centrosome	Centrosome
O15084		Cytosol				Cytosol
O15085						Actin Cytoskeleton
O15090						Nucleus
O15091		Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O15111		Cytosol				Cytosol	Cytosol
O15116						P-body	P-body
O15118		Lysosome		Lysosome		Lysosome
O15119						Nucleus
O15120						ER	ER
O15121						ER	ER
O15126				Endosome		Recycling endosome	Early endosome
O15127				Endosome		Recycling endosome	Early endosome
O15143	Actin Cytoskeleton			Large Protein Complex		Actin Cytoskeleton
O15144	Actin Cytoskeleton			Large Protein Complex		Actin Cytoskeleton
O15145	Actin Cytoskeleton			Large Protein Complex		Actin Cytoskeleton
O15151						Cytosol	Cytosol
O15155				ERGIC		ERGIC	ERGIC
O15156							Nucleus
O15160						Nucleus
O15162						PM
O15164						Nucleus
O15169						Actin Cytoskeleton
O15173		ER				ER	ER
O15182						Centrosome	Centrosome
O15194						PM
O15212				Large Protein Complex
O15213		Nucleus				Nucleolus
O15226		Nucleus	Nucleus - Chromatin			Nucleolus
O15228		Peroxisome	Peroxisome	Peroxisome	Peroxisome	Peroxisome
O15230						ER
O15231						Cytosol
O15234						Stress granule
O15235				Mitochondrion		Mitochondrion	Mitochondrion
O15254	Peroxisome	Peroxisome	Peroxisome		Peroxisome	Peroxisome	Peroxisome
O15258		ERGIC		ERGIC		ERGIC
O15260		ERGIC		ERGIC		ER	ERGIC
O15265						Nucleus	Nucleus
O15269	ER	ER	ER	ER	ER	ER	ER
O15270	ER	ER	ER	ER	ER	ER	ER
O15287						Cytosol
O15294						Mitochondrion
O15297						Nucleus
O15304						Cytosol	Cytosol
O15305						Cytosol
O15315						Cytosol
O15318						Cytosol	Cytosol
O15320-8	ER
O15321						Golgi	Golgi
O15347	Nucleus					Nucleus
O15355		Cytosol				Cytosol
O15357						Cytosol
O15360						Cytosol
O15370						Nucleus	Nucleus
O15371				Large Protein Complex	Protein Complex	Stress granule
O15372				Large Protein Complex	Protein Complex	Stress granule	Stress granule
O15381	Nucleus					Nucleolus
O15382	Mitochondrion	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion
O15391							Nucleus
O15392						Nucleus
O15394	PM					Actin Cytoskeleton
O15397						Cytosol
O15400				Endosome		Recycling endosome	Early endosome
O15409						Nucleus
O15417						Nucleus
O15427		PM		PM			PM
O15431						PM
O15439						PM	PM
O15440						Early endosome	PM
O15446		Nucleus				Nucleus
O15460	ER	ER		ER	ER	ER	ER
O15479						Ribosome
O15484						PM
O15488						Cytosol
O15498						ER
O15504						Nucleus
O15511	Actin Cytoskeleton			Large Protein Complex		Actin Cytoskeleton
O15514						Nucleus
O15525	Nucleus					Nucleus	Nucleus
O15530						Cytosol	Mitochondrion
O15533		ER		ER			ER
O15534						Cytosol
O15541						Cytosol
O15550						Nucleus
O43143						Nucleus
O43148						Cytosol
O43149						Cytosol
O43150						Cytosol
O43156						Cytosol
O43159						Nucleolus
O43164							Cytosol
O43166						Actin Cytoskeleton
O43167						Nucleus	Nucleus
O43169						ER
O43172		Nucleus			Nucleoplasm-2	Nucleus
O43175	Cytosol					Cytosol
O43181	Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O43189							Nucleus
O43237				Large Protein Complex
O43242	Proteasome	Proteasome	Proteasome	Large Protein Complex	Protein Complex	Proteasome
O43248							Nucleus
O43251						Stress granule
O43252						Cytosol
O43255							Cytosol
O43257						Nucleus
O43264						ER
O43272							Mitochondrion
O43286				Golgi		Golgi
O43290						Nucleolus
O43291		ER
O43292	ER	ER	ER		ER	ER	ER
O43293						Actin Cytoskeleton
O43295						Cytosol
O43298						Nucleus	Nucleus
O43299						14-3-3 scaffold
O43301						Actin Cytoskeleton
O43303						Centrosome	Centrosome
O43306						PM	PM
O43309						Nucleus	Nucleus
O43310						Cytosol
O43314						14-3-3 scaffold
O43318						Cytosol
O43324					Protein Complex
O43347						Stress granule	Stress granule
O43353						Cytosol
O43379						14-3-3 scaffold
O43390		Nucleus		Large Protein Complex		Nucleus
O43395		Nucleus	Nucleus - Chromatin			Nucleolus
O43396		Proteasome				Proteasome
O43399						Early endosome
O43402		ER				ER
O43405						Early endosome
O43422						Nucleus
O43426						Actin Cytoskeleton
O43427						PM	PM
O43432				Large Protein Complex		Stress granule
O43435							Nucleus
O43447						Nucleus
O43462							Nucleus
O43463						Nucleus	Nucleus
O43464						Mitochondrion
O43488						Mitochondrion
O43491						Actin Cytoskeleton	PM
O43493						trans-Golgi network
O43502						Nucleus
O43504				Lysosome		Lysosome
O43505					Golgi	Golgi
O43513						Nucleus	Nucleus
O43516						Actin Cytoskeleton
O43524						14-3-3 scaffold
O43542						Cytosol
O43543						Cytosol	Cytosol
O43567						Lysosome
O43581						PM
O43592		Cytosol				Cytosol
O43598		Cytosol				Cytosol
O43609						trans-Golgi network
O43615	Mitochondrion	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O43617				Large Protein Complex		trans-Golgi network
O43623							Nucleus
O43633						Early endosome
O43639						Actin Cytoskeleton
O43657						PM
O43660		Nucleus				Nucleus
O43663						Nucleus	Nucleus
O43665		Cytosol				Cytosol
O43670					Nucleoplasm-1	Nucleus
O43674				Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O43676	Mitochondrion	Mitochondrion		Mitochondrion		Mitochondrion
O43677						Mitochondrion
O43678	Mitochondrion	Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
O43681						ER
O43684-2	Nucleus
O43707				Actin Cytoskeleton		Actin Cytoskeleton	Actin Cytoskeleton
O43708						Mitochondrion
O43715						Mitochondrion
O43716	Mitochondrion				Mitochondrion	Mitochondrion	Mitochondrion
O43719						Nucleus
O43734						Cytosol	Cytosol
O43741						Cytosol	Cytosol
O43747				Large Protein Complex		Early endosome
O43752				Endosome		trans-Golgi network
O43759						trans-Golgi network
O43760	PM					trans-Golgi network
O43765	Cytosol	Cytosol	Cytosol		Cytosol	Early endosome
O43766						Mitochondrion	Mitochondrion
O43768						Cytosol
O43772						Mitochondrion	Mitochondrion
O43776						Cytosol
O43791						Stress granule	Nucleus
O43795						PM	PM
O43805						Cytosol	Centrosome
O43808	Peroxisome			Peroxisome		Peroxisome	Peroxisome
O43809		Nucleus				Nucleus
O43815						ER
O43818	Nucleus	Nucleus	Nucleus - Chromatin		Nucleus	Nucleolus
O43819	Mitochondrion				Mitochondrion	Mitochondrion
O43820						Cytosol
O43822						14-3-3 scaffold
O43823						Nucleus
O43824		Mitochondrion				Mitochondrion
O43826			ER			ER
O43829						Nucleus	Nucleus
O43837	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O43847	Cytosol	Cytosol	Cytosol		Cytosol	Cytosol
O43852		ER				ER	ER
O43861						trans-Golgi network
O43865						Cytosol
O43896						Stress granule
O43909						Golgi
O43913						Nucleus
O43920		Mitochondrion				Mitochondrion	Mitochondrion
O43924						Cytosol
O43929						Nucleus
O43933	Peroxisome			Peroxisome		Peroxisome	Peroxisome
O60216	Nucleus	Nucleus - Chromatin	Nucleus - Chromatin			Nucleus
O60218		Cytosol
O60220		Mitochondrion				Mitochondrion
O60237						Actin Cytoskeleton
O60238						Mitochondrion
O60241-4	PM
O60244						Ribosome
O60245				PM		PM	PM
O60256						Cytosol
O60262			PM			PM
O60264	Nucleus	Nucleus - Chromatin	Nucleus - Chromatin			Nucleus
O60266						PM
O60268						Cytosol
O60271						Cytosol
O60279						PM
O60281						Nucleus
O60282						14-3-3 scaffold
O60287		Nucleus	Nucleus - Chromatin			Nucleolus	Nucleus
O60291						PM
O60292						Actin Cytoskeleton
O60293		Nucleus				Nucleus
O60306						Nucleus
O60307						Cytosol
O60313		Mitochondrion			Mitochondrion	Mitochondrion	Mitochondrion
O60313-2	Mitochondrion		Mitochondrion
O60315						Nucleus
O60318						Nucleus
O60331						PM
O60337						ER
O60341	Nucleus					Nucleus
O60343						14-3-3 scaffold
O60346						Cytosol
O60353						PM
O60381							Nucleus
O60427						ER	ER
O60443		Cytosol				Cytosol
O60447						Cytosol
O60449	PM
O60449-3	PM
O60462						PM
O60462-4	PM
O60476	Golgi	Golgi	Golgi		Golgi	Golgi
O60479							Nucleus
O60488						Early endosome	Golgi
O60493				Endosome		Early endosome
O60499				Endosome		trans-Golgi network
O60502		Cytosol				Cytosol
O60503						PM	PM
O60504						Cytosol
O60506						Stress granule	Stress granule
O60507			Golgi		Golgi
O60508		Nucleus			Nucleus	Nucleus
O60512						Golgi
O60513				Golgi	Golgi
O60518						Mitochondrion
O60524						Ribosome
O60547						Cytosol
O60551						Cytosol
O60563			Nucleus - Chromatin			Nucleus
O60568	ER	ER	ER	ER	ER	ER	ER
O60573				Large Protein Complex		Stress granule
O60583						Nucleus
O60610						Cytosol
O60613		ER		ER		ER	ER
O60637						Lysosome
O60637-3	PM
O60641						PM
O60645				Large Protein Complex		PM
O60658						PM
O60662						Cytosol
O60664		Cytosol				Cytosol
O60671						Cytosol
O60673						Nucleus
O60675							Nucleus
O60678		Cytosol
O60683							Peroxisome
O60684						Cytosol
O60701		Cytosol				Cytosol
O60704			Golgi
O60716						PM
O60749				Endosome		Early endosome	Early endosome
O60762		ER	ER		ER	ER	ER
O60763						Golgi
O60779						PM
O60783				Mitochondrion		Mitochondrion	Mitochondrion
O60784						Lysosome
O60825						14-3-3 scaffold
O60826						Early endosome
O60828						Nucleus
O60830	Mitochondrion				Mitochondrion	Mitochondrion
O60831						ER
O60832		Nucleus				Nucleolus
O60841	Cytosol					Stress granule
O60858						ER
O60869						Stress granule
O60870						Ribosome
O60879						Cytosol
O60885	Nucleus					Nucleus	Nucleus
O60906		ER
O60911			Lysosome		Lysosome	Lysosome
O60925		Cytosol		Large Protein Complex		Cytosol
O60927						Cytosol
O60934	Nucleus	Nucleus				Nucleus
O60936						Cytosol
O60941						PM
O60942						Nucleus
O75019-2	PM
O75027	Mitochondrion				Mitochondrion	Mitochondrion	Mitochondrion
O75044						14-3-3 scaffold
O75051				PM
O75052						Actin Cytoskeleton
O75054						PM	PM
O75056						PM
O75063	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi	Golgi
O75078						PM
O75083						Actin Cytoskeleton
O75110						Recycling endosome
O75113						Cytosol	Cytosol
O75116						Actin Cytoskeleton
O75121						PM
O75122						14-3-3 scaffold
O75127	Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion
O75128						Actin Cytoskeleton	Actin Cytoskeleton
O75131		Cytosol				Cytosol
O75132						Nucleus	Nucleus
O75143						Cytosol
O75145						Cytosol
O75146						PM
O75151						Nucleus	Nucleus
O75152		Nucleus				Nucleus
O75153						Stress granule
O75155						Cytosol
O75157						Cytosol	Cytosol
O75161						Nucleus
O75165				Endosome		trans-Golgi network	Early endosome
O75167						Actin Cytoskeleton
O75170						Cytosol
O75175				Large Protein Complex		Stress granule
O75177						Nucleus	Nucleus
O75179						Stress granule
O75182						Nucleus
O75191						Cytosol	Cytosol
O75208	Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O75223		Cytosol				Cytosol
O75251	Mitochondrion				Mitochondrion	Mitochondrion	Mitochondrion
O75298				ER High Curvature
O75298-3	ER
O75306	Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion	Mitochondrion
O75312						Cytosol
O75317						PM
O75319						Nucleus
O75323		Mitochondrion				Mitochondrion
O75324						Early endosome
O75340						Cytosol	ER
O75347		Cytosol				Cytosol
O75348				Endosome		Early endosome
O75351		Cytosol				Cytosol
O75352						ER
O75354						ER
O75354-2			Golgi
O75356			ER		ER
O75362						ER
O75367		Nucleus - Chromatin				Nucleus
O75368						Cytosol
O75369	Actin Cytoskeleton			Actin Cytoskeleton		Actin Cytoskeleton	Actin Cytoskeleton
O75369-8	Actin Cytoskeleton
O75379						trans-Golgi network
O75380	Mitochondrion	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O75381	Peroxisome	Peroxisome		Peroxisome	Peroxisome	Peroxisome	Peroxisome
O75381-2	Peroxisome
O75382						Nucleus
O75385						Cytosol
O75387						PM
O75390	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O75391						Cytosol
O75394						Mitochondrion	Mitochondrion
O75396		ER		ER High Curvature		ERGIC
O75398						Nucleus	Nucleus
O75400						Nucleus	Nucleus
O75410		ER				Golgi
O75414						Mitochondrion
O75419						Cytosol
O75420						Lysosome
O75427						ER
O75431		Mitochondrion				Mitochondrion	Mitochondrion
O75436				Endosome		Early endosome	Early endosome
O75438						Mitochondrion
O75439	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O75446					Nucleus	Nucleus
O75448						Nucleus
O75459							Cytosol
O75460		ER				ER
O75461						Nucleus
O75462							ER
O75475	Nucleus	Nucleus - Chromatin				Nucleus	Nucleus
O75477	ER	ER	ER	ER	ER	ER	ER
O75478						Nucleus	Nucleus
O75486						Nucleus
O75487						PM
O75489		Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion
O75494						Nucleus
O75496						Nucleus
O75503						Lysosome
O75506						Cytosol
O75521						Peroxisome
O75525						Nucleus
O75528						Nucleus
O75529						Nucleus
O75530						Nucleus
O75531						ER
O75533		Nucleus		Large Protein Complex		Nucleus
O75534						Stress granule	Stress granule
O75554						Nucleus
O75569						Stress granule
O75570						Mitochondrion
O75575						Cytosol
O75581							PM
O75582						Cytosol
O75586						Nucleus
O75592						14-3-3 scaffold
O75600						Mitochondrion
O75607						Nucleus
O75608						Mitochondrion
O75616		Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O75618							Nucleus
O75629				Lysosome		Lysosome	Lysosome
O75643		Nucleus	Nucleus - Chromatin			Nucleus
O75648					Mitochondrion	Mitochondrion	Golgi
O75663		Cytosol	Cytosol		Cytosol	Cytosol
O75665						Centrosome	Centrosome
O75674						Cytosol
O75683		Nucleus				Nucleolus
O75688		Cytosol				Cytosol	Cytosol
O75691		Nucleus				Nucleolus
O75694	Nucleus			Nuclear Pore Complex		ER	Nuclear pore complex
O75695		PM				PM	PM
O75717						Cytosol
O75718		ER				ER	ER
O75746		Mitochondrion	Mitochondrion			Mitochondrion	Mitochondrion
O75771						Cytosol
O75781			PM	PM	PM	PM	PM
O75787					PM	ER	ER
O75808						Cytosol
O75817						Ribosome
O75818						Ribosome
O75820							Nucleus
O75821				Large Protein Complex	Protein Complex	Stress granule	Stress granule
O75822	Cytosol					Stress granule	Stress granule
O75828		Cytosol
O75832	Proteasome	Cytosol				Cytosol
O75843						Early endosome
O75844						ER	ER
O75845	ER
O75864						Cytosol
O75865						Golgi
O75874		Cytosol				Cytosol
O75879	Mitochondrion		Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O75880		Mitochondrion				Mitochondrion
O75882			PM		PM	Early endosome
O75884		Cytosol				Cytosol
O75886				Endosome		Early endosome	Early endosome
O75891						Mitochondrion
O75907						ER
O75909						Nucleolus
O75911						ER	ER
O75915						ER	ER
O75925						Nucleolus
O75934		Nucleus				Nucleus
O75935						Cytosol
O75940						Nucleus
O75947	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O75955	PM					Lysosome
O75962						Mitochondrion
O75964	Mitochondrion	Mitochondrion		Mitochondrion	Mitochondrion	Mitochondrion
O75970						Actin Cytoskeleton	Actin Cytoskeleton
O75971						Cytosol
O75976	PM					trans-Golgi network
O76003		Cytosol				Cytosol
O76021		Nucleus			Nucleus	Nucleolus
O76024		ER				ER	ER
O76031		Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O76054						Cytosol	Cytosol
O76061						ER
O76070						Cytosol
O76071						Cytosol
O76074						Cytosol
O76075						Cytosol	Cytosol
O76080						Proteasome
O76094				ER
O94760						Cytosol	PM
O94761						Nucleus
O94762						Nucleolus
O94766	Golgi		Golgi	Golgi	Golgi	Golgi
O94768						Cytosol	Cytosol
O94776	Nucleus					Nucleus
O94782						Nucleus
O94788						Cytosol
O94804						PM
O94806						Early endosome
O94808						Cytosol
O94811						Nucleus
O94813						PM
O94817						Cytosol
O94822						Cytosol
O94826	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O94829						Cytosol	Cytosol
O94830						Early endosome
O94832						PM
O94842						Nucleus
O94854						PM
O94855				Large Protein Complex		ERGIC	ERGIC
O94856	PM				PM
O94864						ER
O94868						PM
O94874		ER				ER	ER
O94875				Actin Cytoskeleton
O94876						ER
O94880						Nucleus	Nucleus
O94885						14-3-3 scaffold
O94886						trans-Golgi network
O94887						Actin Cytoskeleton
O94889						Cytosol
O94898						ER
O94901						ER
O94903						Mitochondrion
O94905		ER	ER	ER	ER	ER	ER
O94906						Nucleus
O94910						PM
O94910-2	PM
O94913						Nucleus
O94915						14-3-3 scaffold	Cytosol
O94916						Cytosol
O94919						ER
O94923		Golgi	Golgi		Golgi	Golgi
O94925						Mitochondrion	Mitochondrion
O94953						Nucleus
O94955						PM
O94966						ER
O94967						Cytosol	Cytosol
O94972						Cytosol	Cytosol
O94973				PM		Actin Cytoskeleton
O94979				Large Protein Complex		ERGIC	ERGIC
O94985						Golgi
O94986						Centrosome	Centrosome
O94988						14-3-3 scaffold
O94991						PM
O94992						Nucleus
O95057						PM
O95059						Cytosol
O95067						ER
O95070						Golgi
O95104					Nucleoplasm-1	Nucleus
O95139		Mitochondrion				Mitochondrion	Mitochondrion
O95140		Mitochondrion		Mitochondrion		Mitochondrion
O95147						Nucleus	Nucleus
O95149						Cytosol
O95155						Cytosol
O95159						Golgi	Golgi
O95163						Cytosol
O95166						Lysosome
O95167	Mitochondrion					Mitochondrion
O95168		Mitochondrion				Mitochondrion
O95169					Mitochondrion	Mitochondrion	Mitochondrion
O95169-3	Mitochondrion		Mitochondrion
O95178							Mitochondrion
O95182		Mitochondrion				Mitochondrion	Mitochondrion
O95185						PM
O95196						PM
O95197				ER High Curvature		ER
O95202	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion	Mitochondrion
O95208						PM
O95210		ER				ER
O95218						Cytosol
O95219				Endosome		trans-Golgi network
O95229						Cytosol
